file	percent	reads	taxon_id	taxon_name
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000224	128	3039864	Bacteria;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000219	125	278082	Bacteria;Lentisphaerota;Lentisphaeria;Victivallales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000217	124	1644060	Archaea;Euryarchaeota;Halobacteria;Natrialbales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000217	124	2704949	Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000210	120	32064	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000210	120	2483366	Bacteria;Planctomycetota;Phycisphaerae;Sedimentisphaerales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000207	118	2158	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000201	115	186329	Bacteria;Mycoplasmatota;Mollicutes;Acholeplasmatales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000200	114	332160	Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000198	113	85004	Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000198	113	1643686	Bacteria;Spirochaetota;Spirochaetia;Brachyspirales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000189	108	33855	Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000189	108	2914038	Bacteria;Thermodesulfobacteriota;Syntrophia;Syntrophales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000180	103	5957	Eukaryota;Ciliophora;Heterotrichea;Heterotrichida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000179	102	186328	Bacteria;Mycoplasmatota;Mollicutes;Entomoplasmatales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000177	101	2877	Eukaryota;NA;Phaeophyceae;Ectocarpales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000177	101	1890443	Bacteria;Cyanobacteriota;Cyanophyceae;Spirulinales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000173	99	139380	Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000165	94	4861	Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000165	94	418919	Eukaryota;Haptophyta;NA;Phaeocystales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000165	94	3039985	Bacteria;Cyanobacteriota;Cyanophyceae;Nodosilineales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000163	93	1748771	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000161	92	1643684	Bacteria;Actinomycetota;Actinomycetes;Nakamurellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000158	90	639021	Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000154	88	5185	Eukaryota;Ascomycota;Pezizomycetes;Pezizales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000154	88	453227	Bacteria;Thermodesulfobacteriota;Desulfarculia;Desulfarculales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000154	88	2770089	Bacteria;Bacillota;Clostridia;Thermosediminibacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000151	86	2301	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Thermoplasmatales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000151	86	451442	Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000147	84	2819262	Bacteria;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000144	82	4857	Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000144	82	34478	Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000142	81	88547	Eukaryota;NA;Dinophyceae;Syndiniales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000138	79	2726947	Eukaryota;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000137	78	5234	Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000137	78	1643947	Bacteria;Thermotogota;Thermotogae;Petrotogales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000137	78	2762275	Bacteria;Deinococcota;Deinococci;Trueperales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000135	77	75739	Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000133	76	5197	Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000126	72	622452	Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000123	70	388448	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000123	70	1133283	Eukaryota;Mucoromycota;Glomeromycetes;Archaeosporales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000119	68	2419	Bacteria;Thermotogota;Thermotogae;Thermotogales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000119	68	2978	Eukaryota;NA;Xanthophyceae;Tribonematales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000119	68	85014	Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000119	68	2202808	Eukaryota;Olpidiomycota;Olpidiomycetes;Olpidiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000114	65	79272	Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000112	64	1485951	Bacteria;Aquificota;Aquificae;Desulfurobacteriales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000112	64	2699528	Eukaryota;NA;Bigyra;Thraustochytrida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000110	63	307595	Bacteria;Cyanobacteriota;Cyanophyceae;Gloeobacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000110	63	1843488	Bacteria;Bacillota;Negativicutes;Acidaminococcales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000110	63	3031714	Bacteria;Myxococcota;NA;Haliangiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000109	62	2907185	Bacteria;Kiritimatiellota;Tichowtungiia;Tichowtungiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000109	62	2917696	Bacteria;Actinomycetota;Nitriliruptoria;Salsipaludibacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000107	61	658125	Eukaryota;NA;Raphidophyceae;Chattonellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000105	60	214509	Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000102	58	2258	Archaea;Euryarchaeota;Thermococci;Thermococcales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000102	58	2681888	Eukaryota;Evosea;Variosea;Cavosteliida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000100	57	121069	Eukaryota;Oomycota;NA;Pythiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000098	56	2798	Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000098	56	4805	Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000098	56	5303	Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000098	56	2058181	Eukaryota;Evosea;Eumycetozoa;Acytosteliales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000096	55	1836787	Bacteria;Verrucomicrobiota;Spartobacteria;Chthoniobacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000095	54	297313	Eukaryota;Basidiomycota;Agaricomycetes;Sebacinales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000093	53	3039989	Bacteria;Cyanobacteriota;Cyanophyceae;Desertifilales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000091	52	5819	Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000091	52	414714	Bacteria;Actinomycetota;Actinomycetes;Catenulisporales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000088	50	452343	Eukaryota;Basidiomycota;Agaricomycetes;Trechisporales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000086	49	1906119	Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000086	49	2093825	Bacteria;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Saccharimonadales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000084	48	2910145	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000082	47	36064	Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000082	47	717963	Bacteria;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000082	47	1913639	Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000082	47	1934945	Bacteria;Pseudomonadota;Gammaproteobacteria;Immundisolibacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000081	46	189772	Bacteria;Chloroflexota;Chloroflexia;Herpetosiphonales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000081	46	1028384	Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000077	44	5008	Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000077	44	1771349	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000075	43	178369	Eukaryota;Cercozoa;Imbricatea;Euglyphida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000074	42	908621	Bacteria;Actinomycetota;Nitriliruptoria;Euzebyales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000072	41	5863	Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000072	41	1111111	Eukaryota;Ascomycota;Dothideomycetes;Venturiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000072	41	2793120	Bacteria;Actinomycetota;Actinomycetes;Motilibacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000068	39	27998	Eukaryota;Perkinsozoa;NA;Perkinsida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000068	39	1217098	Bacteria;Actinomycetota;Actinomycetes;Jiangellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000068	39	2495578	Bacteria;Actinomycetota;Actinomycetes;Sporichthyales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000068	39	2932361	Bacteria;Nitrospirota;Nitrospiria;Candidatus Troglogloeales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000067	38	33183	Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000067	38	107465	Eukaryota;Ascomycota;Lecanoromycetes;Teloschistales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000067	38	1804992	Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000065	37	5114	Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000065	37	1663425	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000063	36	62916	Eukaryota;Basidiomycota;Exobasidiomycetes;Tilletiales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000063	36	78918	Eukaryota;Zoopagomycota;Dimargaritomycetes;Dimargaritales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000063	36	475963	Bacteria;Chloroflexota;Caldilineae;Caldilineales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000063	36	703495	Eukaryota;Ascomycota;Dothideomycetes;Microthyriales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000061	35	162474	Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000061	35	2975284	Bacteria;Pseudomonadota;Gammaproteobacteria;Candidatus Comchoanobacterales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000060	34	31277	Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000060	34	596497	Bacteria;Actinomycetota;Nitriliruptoria;Nitriliruptorales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000060	34	2058949	Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000058	33	61421	Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000058	33	198613	Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000058	33	452342	Eukaryota;Basidiomycota;Agaricomycetes;Russulales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000058	33	1890505	Bacteria;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000054	31	33104	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000054	31	1382929	Bacteria;Chloroflexota;Ardenticatenia;Ardenticatenales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000054	31	2066484	Bacteria;Pseudomonadota;Alphaproteobacteria;Iodidimonadales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000051	29	5258	Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000051	29	33844	Eukaryota;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000051	29	1505233	Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000049	28	35087	Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000049	28	1235850	Archaea;Candidatus Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000049	28	2302912	Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000047	27	33825	Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;NA;NA;NA;
/lisc/scratch/oceanography/efadeev/Microcosm_Piran/MicPir_sep/07_TAXONOMY/B02_T4J3_nr_euk_tax.out	0.000047	27	642607	Eukaryota;Chytridiomycota;Chytridiomycetes;Cladochytriales;NA;NA;NA;
